Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
TCGA-91-6848-01A-11D-1943-01	3	156018225	158153208	1223	0.3909
TCGA-91-6848-01A-11D-1943-01	3	158157065	158791590	299	-0.0903
TCGA-91-6848-01A-11D-1943-01	3	158792797	159020487	154	0.3174
TCGA-91-6848-01A-11D-1943-01	3	159027195	161093244	1146	0.3674
TCGA-91-6848-01A-11D-1943-01	3	161097262	166668911	2361	0.3059
TCGA-91-6848-01A-11D-1943-01	3	166673353	166673676	2	-1.2499
TCGA-91-6848-01A-11D-1943-01	3	166675789	168572211	919	0.3143
TCGA-91-6848-01A-11D-1943-01	3	168572250	168827342	153	0.1225
TCGA-91-6848-01A-11D-1943-01	3	168838732	169209968	226	0.3296
TCGA-91-6848-01A-11D-1943-01	3	169210482	174209391	2690	0.3886
TCGA-91-6848-01A-11D-1943-01	3	174209406	182351191	4191	0.3064
TCGA-91-6848-01A-11D-1943-01	3	182363088	197812401	8062	0.3544
TCGA-91-6848-01A-11D-1943-01	4	1059384	10990923	5376	-0.0767
TCGA-91-6848-01A-11D-1943-01	4	10994059	23995151	8948	-0.1111
TCGA-91-6848-01A-11D-1943-01	4	23998050	23998417	2	-1.6979
TCGA-91-6848-01A-11D-1943-01	4	23998857	32464507	5436	-0.1106
TCGA-91-6848-01A-11D-1943-01	4	32554231	36114831	1902	0.0634
TCGA-91-6848-01A-11D-1943-01	4	36117280	47037298	6085	-0.0883
TCGA-91-6848-01A-11D-1943-01	4	47039774	52245636	835	-0.0071
TCGA-91-6848-01A-11D-1943-01	4	52245866	52416179	102	0.0444
TCGA-91-6848-01A-11D-1943-01	4	52419195	54266544	1127	0.3358
TCGA-91-6848-01A-11D-1943-01	4	54267021	54884905	662	0.538
TCGA-91-6848-01A-11D-1943-01	4	54885779	55993881	634	0.3307
TCGA-91-6848-01A-11D-1943-01	4	55995557	58956450	1723	-0.0165
TCGA-91-6848-01A-11D-1943-01	4	58957889	65242365	3334	0.1356
TCGA-91-6848-01A-11D-1943-01	4	65248035	65294298	31	0.5218
TCGA-91-6848-01A-11D-1943-01	4	65294457	65477326	160	0.3309
TCGA-91-6848-01A-11D-1943-01	4	65479094	65521788	34	0.6974
TCGA-91-6848-01A-11D-1943-01	4	65523983	65546744	9	0.8353
TCGA-91-6848-01A-11D-1943-01	4	65549886	65907548	212	0.1501
TCGA-91-6848-01A-11D-1943-01	4	65907822	67792499	1098	-0.0398
TCGA-91-6848-01A-11D-1943-01	4	67796406	68159512	176	0.3018
TCGA-91-6848-01A-11D-1943-01	4	68160160	69462125	108	-0.0459
TCGA-91-6848-01A-11D-1943-01	4	69462246	70745573	745	0.1585
TCGA-91-6848-01A-11D-1943-01	4	70753468	71110157	148	0.6544
TCGA-91-6848-01A-11D-1943-01	4	71110955	71436496	184	0.7499
TCGA-91-6848-01A-11D-1943-01	4	71440464	72344228	457	0.8734
TCGA-91-6848-01A-11D-1943-01	4	72344391	72401852	27	0.7236
TCGA-91-6848-01A-11D-1943-01	4	72403157	72809063	247	0.6086
TCGA-91-6848-01A-11D-1943-01	4	72809276	73727670	543	0.4614
TCGA-91-6848-01A-11D-1943-01	4	73730503	79072668	3419	0.0547
TCGA-91-6848-01A-11D-1943-01	4	79072883	79080556	3	1.0606
TCGA-91-6848-01A-11D-1943-01	4	79081513	82746858	2108	0.0459
TCGA-91-6848-01A-11D-1943-01	4	82747477	82747649	2	-1.2702
TCGA-91-6848-01A-11D-1943-01	4	82750922	83222640	228	0.0657
TCGA-91-6848-01A-11D-1943-01	4	83223730	84055704	551	0.1536
TCGA-91-6848-01A-11D-1943-01	4	84057422	85722589	1010	0.0344
TCGA-91-6848-01A-11D-1943-01	4	85722704	85722949	3	-0.7003
TCGA-91-6848-01A-11D-1943-01	4	85722977	86206024	323	0.0442
TCGA-91-6848-01A-11D-1943-01	4	86210679	87843634	967	0.1232
TCGA-91-6848-01A-11D-1943-01	4	87843798	89474348	991	0.2365
TCGA-91-6848-01A-11D-1943-01	4	89474938	92658462	1607	0.1594
TCGA-91-6848-01A-11D-1943-01	4	92685612	92819373	72	-0.0545
TCGA-91-6848-01A-11D-1943-01	4	92825360	95539585	1551	0.1862
TCGA-91-6848-01A-11D-1943-01	4	95540050	101137685	3127	0.129
TCGA-91-6848-01A-11D-1943-01	4	101140573	101288006	106	-0.1232
TCGA-91-6848-01A-11D-1943-01	4	101288203	104108334	1516	0.1431
TCGA-91-6848-01A-11D-1943-01	4	104109267	104502253	176	0.3107
TCGA-91-6848-01A-11D-1943-01	4	104504111	108151253	2073	0.1133
TCGA-91-6848-01A-11D-1943-01	4	108153359	114282534	3631	0.2172
TCGA-91-6848-01A-11D-1943-01	4	114285557	114725254	264	0.4908
TCGA-91-6848-01A-11D-1943-01	4	114734335	115630160	509	0.1924
TCGA-91-6848-01A-11D-1943-01	4	115634196	116030068	157	0.0889
TCGA-91-6848-01A-11D-1943-01	4	116038252	118019396	1160	0.2028
TCGA-91-6848-01A-11D-1943-01	4	118019712	121629719	2072	0.2861
TCGA-91-6848-01A-11D-1943-01	4	121633995	121635763	2	-1.1152
TCGA-91-6848-01A-11D-1943-01	4	121635897	121935873	184	0.2934
TCGA-91-6848-01A-11D-1943-01	4	121936413	132267989	5200	0.2303
TCGA-91-6848-01A-11D-1943-01	4	132277177	132277486	2	-1.3454
TCGA-91-6848-01A-11D-1943-01	4	132277997	136534910	1949	0.2418
TCGA-91-6848-01A-11D-1943-01	4	136535444	137016122	297	0.0382
TCGA-91-6848-01A-11D-1943-01	4	137016180	141016856	2599	0.123
TCGA-91-6848-01A-11D-1943-01	4	141018920	160725512	11127	0.0654
TCGA-91-6848-01A-11D-1943-01	4	160725826	164051298	1924	0.019
TCGA-91-6848-01A-11D-1943-01	4	164051535	166724327	1304	0.0584
TCGA-91-6848-01A-11D-1943-01	4	166727751	171149105	2450	0.3612
TCGA-91-6848-01A-11D-1943-01	4	171150905	176087476	2638	0.0255
TCGA-91-6848-01A-11D-1943-01	4	176089145	177369108	841	0.1625
TCGA-91-6848-01A-11D-1943-01	4	177369214	187551187	4803	0.0565
TCGA-91-6848-01A-11D-1943-01	4	187553387	187842528	173	0.0219
TCGA-91-6848-01A-11D-1943-01	5	913983	4362918	2182	0.237
TCGA-91-6848-01A-11D-1943-01	5	4364461	5639017	1117	0.3039
TCGA-91-6848-01A-11D-1943-01	5	5640631	5641732	4	-0.9976
TCGA-91-6848-01A-11D-1943-01	5	5646714	10376818	3652	0.2698
TCGA-91-6848-01A-11D-1943-01	5	10377701	14610025	2586	-0.0054
TCGA-91-6848-01A-11D-1943-01	5	14610200	21140461	3046	-0.1446
TCGA-91-6848-01A-11D-1943-01	5	21141035	32101062	6244	0.2189
TCGA-91-6848-01A-11D-1943-01	5	32101224	42832657	6170	0.258
TCGA-91-6848-01A-11D-1943-01	5	42833230	45383300	1131	0.222
TCGA-91-6848-01A-11D-1943-01	5	50828231	61532142	6649	-0.0694
TCGA-91-6848-01A-11D-1943-01	5	61532446	61798181	233	0.2738
TCGA-91-6848-01A-11D-1943-01	5	61800320	62780381	547	-0.1031
TCGA-91-6848-01A-11D-1943-01	5	62780918	67533291	2568	-0.0314
TCGA-91-6848-01A-11D-1943-01	5	67533939	95325664	14572	-0.0751
TCGA-91-6848-01A-11D-1943-01	5	95331747	98204404	1604	-0.0307
TCGA-91-6848-01A-11D-1943-01	5	98204562	134725140	20293	-0.0759
TCGA-91-6848-01A-11D-1943-01	5	134727351	135486593	487	-0.0186
TCGA-91-6848-01A-11D-1943-01	5	135489795	135489993	2	-1.1051
TCGA-91-6848-01A-11D-1943-01	5	135492523	135526168	26	-0.0376
TCGA-91-6848-01A-11D-1943-01	5	135526582	147051093	6749	0.0047
TCGA-91-6848-01A-11D-1943-01	5	147052694	148040336	672	0.0785
TCGA-91-6848-01A-11D-1943-01	5	148040496	151149787	2040	0.0111
TCGA-91-6848-01A-11D-1943-01	5	151154120	159440204	5505	-0.0209
TCGA-91-6848-01A-11D-1943-01	5	159440544	161171884	1174	0.0276
TCGA-91-6848-01A-11D-1943-01	5	161172366	167208802	3698	-0.0391
TCGA-91-6848-01A-11D-1943-01	5	167210434	168061859	640	0.1084
TCGA-91-6848-01A-11D-1943-01	5	168062673	170674017	2009	-0.022
TCGA-91-6848-01A-11D-1943-01	5	170680203	171039528	216	0.2786
TCGA-91-6848-01A-11D-1943-01	5	171039708	180303478	5045	-0.012
TCGA-91-6848-01A-11D-1943-01	5	180304014	180934240	234	-0.0633
TCGA-91-6848-01A-11D-1943-01	6	1011760	2523769	1119	0.4407
TCGA-91-6848-01A-11D-1943-01	6	2524178	4228287	1317	0.382
TCGA-91-6848-01A-11D-1943-01	6	4229454	9795929	3973	0.3435
TCGA-91-6848-01A-11D-1943-01	6	9801761	13716535	2802	0.3816
TCGA-91-6848-01A-11D-1943-01	6	13719254	20943217	4927	0.2928
TCGA-91-6848-01A-11D-1943-01	6	20944681	22792530	1365	0.3939
TCGA-91-6848-01A-11D-1943-01	6	22792633	25744650	1855	0.3012
TCGA-91-6848-01A-11D-1943-01	6	25747180	26155837	254	0.3781
TCGA-91-6848-01A-11D-1943-01	6	26156370	43451988	8225	0.0733
TCGA-91-6848-01A-11D-1943-01	6	43464513	47729173	2570	0.253
TCGA-91-6848-01A-11D-1943-01	6	47729306	48482577	418	0.1407
TCGA-91-6848-01A-11D-1943-01	6	48489317	48491815	4	-1.232
TCGA-91-6848-01A-11D-1943-01	6	48491863	50939097	1290	0.125
TCGA-91-6848-01A-11D-1943-01	6	50939322	51904821	617	0.3237
TCGA-91-6848-01A-11D-1943-01	6	51904866	52746320	573	0.1895
TCGA-91-6848-01A-11D-1943-01	6	52799684	52800741	2	-0.1749
TCGA-91-6848-01A-11D-1943-01	6	52800766	52827968	19	-0.8438
TCGA-91-6848-01A-11D-1943-01	6	52832063	53576158	504	0.1547
TCGA-91-6848-01A-11D-1943-01	6	53579988	61614036	2316	-0.0098
TCGA-91-6848-01A-11D-1943-01	6	61614639	62554955	413	0.1322
TCGA-91-6848-01A-11D-1943-01	6	62563347	90507565	15895	-0.0363
TCGA-91-6848-01A-11D-1943-01	6	90507829	90833498	213	0.098
TCGA-91-6848-01A-11D-1943-01	6	90834362	96746618	2674	-0.066
TCGA-91-6848-01A-11D-1943-01	6	96754050	96763924	15	-0.9869
TCGA-91-6848-01A-11D-1943-01	6	96764183	102016265	3098	-0.0445
TCGA-91-6848-01A-11D-1943-01	6	102022737	103877088	996	0.1389
TCGA-91-6848-01A-11D-1943-01	6	103877608	112208067	5018	0.1751
TCGA-91-6848-01A-11D-1943-01	6	112208081	112208227	2	-1.182
TCGA-91-6848-01A-11D-1943-01	6	112215137	113073446	537	0.2095
TCGA-91-6848-01A-11D-1943-01	6	113073636	115521458	1341	0.1398
TCGA-91-6848-01A-11D-1943-01	6	115522009	116418895	552	0.1895
TCGA-91-6848-01A-11D-1943-01	6	116421978	116591572	100	0.3864
TCGA-91-6848-01A-11D-1943-01	6	116595880	119389758	1267	0.1961
TCGA-91-6848-01A-11D-1943-01	6	119390719	123913061	2537	0.1301
TCGA-91-6848-01A-11D-1943-01	6	123913214	123915173	7	-0.8542
TCGA-91-6848-01A-11D-1943-01	6	123915590	125737771	1184	0.1359
TCGA-91-6848-01A-11D-1943-01	6	125739181	125854039	81	-0.0513
TCGA-91-6848-01A-11D-1943-01	6	125856298	128205884	1234	0.1567
TCGA-91-6848-01A-11D-1943-01	6	128206106	130648739	1660	0.2063
TCGA-91-6848-01A-11D-1943-01	6	130648800	133297857	1758	0.1481
TCGA-91-6848-01A-11D-1943-01	6	133298557	133458764	131	-0.0649
TCGA-91-6848-01A-11D-1943-01	6	133460249	140093501	4355	0.1451
TCGA-91-6848-01A-11D-1943-01	6	140094038	160741179	13077	-0.2551
TCGA-91-6848-01A-11D-1943-01	6	160741374	161359203	413	-0.0562
TCGA-91-6848-01A-11D-1943-01	6	161360192	161375316	9	-0.2967
TCGA-91-6848-01A-11D-1943-01	6	161383367	163492793	1155	-0.0443
TCGA-91-6848-01A-11D-1943-01	6	163493915	170596889	3271	0.1421
TCGA-91-6848-01A-11D-1943-01	7	664936	8594582	3281	0.3276
TCGA-91-6848-01A-11D-1943-01	7	8596221	21680323	7416	0.2909
TCGA-91-6848-01A-11D-1943-01	7	21685258	23995508	1625	0.3474
TCGA-91-6848-01A-11D-1943-01	7	24000259	24000764	2	-1.2174
TCGA-91-6848-01A-11D-1943-01	7	24001198	32061704	5422	0.3451
TCGA-91-6848-01A-11D-1943-01	7	32062223	32125901	29	-0.057
TCGA-91-6848-01A-11D-1943-01	7	32128738	36782446	3045	0.3222
TCGA-91-6848-01A-11D-1943-01	7	36783494	38223122	1059	0.2729
TCGA-91-6848-01A-11D-1943-01	7	38225779	63892586	11731	0.3303
TCGA-91-6848-01A-11D-1943-01	7	63896590	65783178	479	0.4324
TCGA-91-6848-01A-11D-1943-01	7	65783663	65902717	31	0.2612
TCGA-91-6848-01A-11D-1943-01	7	65908527	67034893	334	0.1198
TCGA-91-6848-01A-11D-1943-01	7	67035986	67037706	2	1.4167
TCGA-91-6848-01A-11D-1943-01	7	67044615	67138956	31	0.188
TCGA-91-6848-01A-11D-1943-01	7	67140015	73919095	3410	0.0972
TCGA-91-6848-01A-11D-1943-01	7	73926195	73926413	2	-1.2815
TCGA-91-6848-01A-11D-1943-01	7	73928822	76016819	544	0.0944
TCGA-91-6848-01A-11D-1943-01	7	76017512	81277204	2884	0.1319
TCGA-91-6848-01A-11D-1943-01	7	81277220	82567515	714	0.1998
TCGA-91-6848-01A-11D-1943-01	7	82567732	94959869	6211	0.1409
TCGA-91-6848-01A-11D-1943-01	7	94959882	95305261	178	-0.3266
TCGA-91-6848-01A-11D-1943-01	7	95305880	95308375	4	-1.2658
TCGA-91-6848-01A-11D-1943-01	7	95308581	100009061	2479	-0.285
TCGA-91-6848-01A-11D-1943-01	7	100010957	102449522	866	0.1114
TCGA-91-6848-01A-11D-1943-01	7	102451288	108536531	3387	0.1555
TCGA-91-6848-01A-11D-1943-01	7	108539074	111894518	1652	0.1066
TCGA-91-6848-01A-11D-1943-01	7	111897771	112259309	265	0.2597
TCGA-91-6848-01A-11D-1943-01	7	112259556	120679874	4342	0.1376
TCGA-91-6848-01A-11D-1943-01	7	120680087	143051108	12524	0.089
TCGA-91-6848-01A-11D-1943-01	7	143051300	158592540	7994	0.0174
TCGA-91-6848-01A-11D-1943-01	8	667625	4112496	1837	-0.3439
TCGA-91-6848-01A-11D-1943-01	8	4112878	4113982	2	-1.6781
TCGA-91-6848-01A-11D-1943-01	8	4114662	14134324	4459	-0.3264
TCGA-91-6848-01A-11D-1943-01	8	14137546	15185649	937	-0.0604
TCGA-91-6848-01A-11D-1943-01	8	15186662	15189111	4	0.7535
TCGA-91-6848-01A-11D-1943-01	8	15189477	20385422	3910	-0.077
TCGA-91-6848-01A-11D-1943-01	8	20387678	20388478	5	-1.0786
TCGA-91-6848-01A-11D-1943-01	8	20390973	23679293	2186	-0.0809
TCGA-91-6848-01A-11D-1943-01	8	23686070	23904492	176	0.4244
TCGA-91-6848-01A-11D-1943-01	8	23910354	39673813	9401	-0.0833
TCGA-91-6848-01A-11D-1943-01	8	39677370	40382944	516	0.7324
TCGA-91-6848-01A-11D-1943-01	8	40383785	41414768	684	0.8588
TCGA-91-6848-01A-11D-1943-01	8	41414845	41701380	176	0.6156
TCGA-91-6848-01A-11D-1943-01	8	41706167	42800292	685	0.7938
TCGA-91-6848-01A-11D-1943-01	8	42805261	43080575	101	0.5359
TCGA-91-6848-01A-11D-1943-01	8	46547532	49663591	1406	-0.0762
TCGA-91-6848-01A-11D-1943-01	8	49665360	61081986	6864	-0.1172
TCGA-91-6848-01A-11D-1943-01	8	61082222	62583805	1009	-0.0569
TCGA-91-6848-01A-11D-1943-01	8	62584082	68608562	3231	0.1008
TCGA-91-6848-01A-11D-1943-01	8	68611708	69034283	263	-0.1054
TCGA-91-6848-01A-11D-1943-01	8	69034343	75997916	4333	0.1016
TCGA-91-6848-01A-11D-1943-01	8	75998022	79738587	2052	-0.0818
TCGA-91-6848-01A-11D-1943-01	8	79741393	92516818	6834	-0.11
TCGA-91-6848-01A-11D-1943-01	8	92517466	97323873	3000	-0.0774
TCGA-91-6848-01A-11D-1943-01	8	97324318	97325122	2	-2.9507
TCGA-91-6848-01A-11D-1943-01	8	97327049	107984134	5959	-0.0895
TCGA-91-6848-01A-11D-1943-01	8	107984827	109903169	1013	-0.1537
TCGA-91-6848-01A-11D-1943-01	8	109906827	125522373	9454	-0.0986
TCGA-91-6848-01A-11D-1943-01	8	125522429	132831146	5173	0.1134
