Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
TCGA-67-3773-01A-01D-0944-01	5	28093791	50828231	9876	0.5304
TCGA-67-3773-01A-01D-0944-01	5	50829022	71484393	11234	0.0575
TCGA-67-3773-01A-01D-0944-01	5	71484762	71499988	12	-0.5408
TCGA-67-3773-01A-01D-0944-01	5	71504648	180934240	63762	0.0524
TCGA-67-3773-01A-01D-0944-01	6	1011760	18505175	12370	0.0874
TCGA-67-3773-01A-01D-0944-01	6	18505819	35735110	8409	0.5456
TCGA-67-3773-01A-01D-0944-01	6	35735435	38574869	1809	0.7521
TCGA-67-3773-01A-01D-0944-01	6	38577315	41055223	1927	1.054
TCGA-67-3773-01A-01D-0944-01	6	41060873	41328232	181	0.3829
TCGA-67-3773-01A-01D-0944-01	6	41328503	42722776	806	1.0922
TCGA-67-3773-01A-01D-0944-01	6	42723539	43157249	192	0.2942
TCGA-67-3773-01A-01D-0944-01	6	43159169	43162435	2	-0.7653
TCGA-67-3773-01A-01D-0944-01	6	43165054	44498863	723	0.3508
TCGA-67-3773-01A-01D-0944-01	6	44499691	44509042	14	0.8735
TCGA-67-3773-01A-01D-0944-01	6	44512213	44549930	27	0.2299
TCGA-67-3773-01A-01D-0944-01	6	44550135	45583734	532	0.7727
TCGA-67-3773-01A-01D-0944-01	6	45584111	45902684	224	0.3504
TCGA-67-3773-01A-01D-0944-01	6	45903319	47185761	862	0.7446
TCGA-67-3773-01A-01D-0944-01	6	47186133	47192378	3	-0.3798
TCGA-67-3773-01A-01D-0944-01	6	47194845	47672175	272	0.7722
TCGA-67-3773-01A-01D-0944-01	6	47676366	48408595	447	0.3308
TCGA-67-3773-01A-01D-0944-01	6	48410530	48735486	161	0.7494
TCGA-67-3773-01A-01D-0944-01	6	48735860	48787202	31	0.3604
TCGA-67-3773-01A-01D-0944-01	6	48787890	49017013	124	0.7329
TCGA-67-3773-01A-01D-0944-01	6	49017108	49040229	23	0.3544
TCGA-67-3773-01A-01D-0944-01	6	49101641	49155667	26	0.8969
TCGA-67-3773-01A-01D-0944-01	6	49156247	49205279	31	0.407
TCGA-67-3773-01A-01D-0944-01	6	49208432	49228141	14	0.1491
TCGA-67-3773-01A-01D-0944-01	6	49240494	61823500	5009	0.3344
TCGA-67-3773-01A-01D-0944-01	6	61823514	67237972	2964	0.0709
TCGA-67-3773-01A-01D-0944-01	6	67245682	124557105	32003	-0.6302
TCGA-67-3773-01A-01D-0944-01	6	124563451	124566073	2	-3.3627
TCGA-67-3773-01A-01D-0944-01	6	124566213	170596889	27916	-0.6474
TCGA-67-3773-01A-01D-0944-01	7	664936	23995508	12314	0.0553
TCGA-67-3773-01A-01D-0944-01	7	24000259	24000764	2	-1.7749
TCGA-67-3773-01A-01D-0944-01	7	24001198	150643123	65446	0.0531
TCGA-67-3773-01A-01D-0944-01	7	150643707	150644353	2	-2.074
TCGA-67-3773-01A-01D-0944-01	7	150644630	155175112	2290	0.0415
TCGA-67-3773-01A-01D-0944-01	7	155175177	155176820	9	-0.7546
TCGA-67-3773-01A-01D-0944-01	7	155178246	158592540	1898	0.0468
TCGA-67-3773-01A-01D-0944-01	8	667625	114156291	63308	0.0537
TCGA-67-3773-01A-01D-0944-01	8	114156478	114156489	2	-1.5768
TCGA-67-3773-01A-01D-0944-01	8	114156657	144182542	18948	0.0518
TCGA-67-3773-01A-01D-0944-01	9	789794	121675951	59797	0.0534
TCGA-67-3773-01A-01D-0944-01	9	121676453	121678729	2	-1.7911
TCGA-67-3773-01A-01D-0944-01	9	121679245	138044505	8700	0.0522
TCGA-67-3773-01A-01D-0944-01	10	366509	133411599	81315	0.0521
TCGA-67-3773-01A-01D-0944-01	11	456012	5815769	2527	0.0475
TCGA-67-3773-01A-01D-0944-01	11	5816316	5817683	2	-1.5573
TCGA-67-3773-01A-01D-0944-01	11	5818924	49450601	27911	0.0528
TCGA-67-3773-01A-01D-0944-01	11	49451831	49452002	2	-1.5711
TCGA-67-3773-01A-01D-0944-01	11	49455624	71404400	7178	0.05
TCGA-67-3773-01A-01D-0944-01	11	71406417	71406669	3	-1.3231
TCGA-67-3773-01A-01D-0944-01	11	71406871	134272740	39984	0.0536
TCGA-67-3773-01A-01D-0944-01	12	780472	73394056	39561	0.0545
TCGA-67-3773-01A-01D-0944-01	12	73404403	73424728	9	-0.8026
TCGA-67-3773-01A-01D-0944-01	12	73429308	132605822	34798	0.0506
TCGA-67-3773-01A-01D-0944-01	13	18874255	111392688	55767	0.0368
TCGA-67-3773-01A-01D-0944-01	13	111392695	111395049	4	-1.5818
TCGA-67-3773-01A-01D-0944-01	13	111396310	114226675	1237	0.0399
TCGA-67-3773-01A-01D-0944-01	14	20033191	20167347	72	0.7096
TCGA-67-3773-01A-01D-0944-01	14	20168105	20384658	150	0.2635
TCGA-67-3773-01A-01D-0944-01	14	20387879	21380742	572	0.7261
TCGA-67-3773-01A-01D-0944-01	14	21380762	21436580	18	0.2898
TCGA-67-3773-01A-01D-0944-01	14	21436963	23955849	713	0.704
TCGA-67-3773-01A-01D-0944-01	14	23955933	24031436	17	0.2259
TCGA-67-3773-01A-01D-0944-01	14	24031630	25440180	844	0.7042
TCGA-67-3773-01A-01D-0944-01	14	25442247	25554452	96	0.2898
TCGA-67-3773-01A-01D-0944-01	14	25556091	25566135	7	-0.1927
TCGA-67-3773-01A-01D-0944-01	14	25567227	25587907	17	0.2933
TCGA-67-3773-01A-01D-0944-01	14	25595417	26145719	369	0.7123
TCGA-67-3773-01A-01D-0944-01	14	26147540	26238814	79	1.1191
TCGA-67-3773-01A-01D-0944-01	14	26245014	26345338	88	0.6698
TCGA-67-3773-01A-01D-0944-01	14	26356265	26476477	77	1.0816
TCGA-67-3773-01A-01D-0944-01	14	26484110	27390470	526	0.7127
TCGA-67-3773-01A-01D-0944-01	14	27391391	30804587	1758	0.5163
TCGA-67-3773-01A-01D-0944-01	14	30805738	33032111	1344	0.7123
TCGA-67-3773-01A-01D-0944-01	14	33032572	33436190	394	0.5235
TCGA-67-3773-01A-01D-0944-01	14	33438063	34521508	857	0.6961
TCGA-67-3773-01A-01D-0944-01	14	34521568	34576753	14	0.2558
TCGA-67-3773-01A-01D-0944-01	14	34579139	35191842	221	0.6954
TCGA-67-3773-01A-01D-0944-01	14	35192087	35604874	177	1.0101
TCGA-67-3773-01A-01D-0944-01	14	35614415	36082574	272	0.582
TCGA-67-3773-01A-01D-0944-01	14	36083235	37238095	866	0.8647
TCGA-67-3773-01A-01D-0944-01	14	37242485	105533894	40258	0.0468
TCGA-67-3773-01A-01D-0944-01	15	23437561	39854527	8310	0.0548
TCGA-67-3773-01A-01D-0944-01	15	39858100	41681080	829	0.5033
TCGA-67-3773-01A-01D-0944-01	15	41682462	50823350	4964	0.0555
TCGA-67-3773-01A-01D-0944-01	15	50826644	50827284	3	-1.7462
TCGA-67-3773-01A-01D-0944-01	15	50830817	101344124	30696	0.054
TCGA-67-3773-01A-01D-0944-01	16	603333	82343815	37091	0.0474
TCGA-67-3773-01A-01D-0944-01	16	82348528	82413314	63	0.5426
TCGA-67-3773-01A-01D-0944-01	16	82415395	89317317	4066	0.0467
TCGA-67-3773-01A-01D-0944-01	17	1074619	21774057	9722	-0.6363
TCGA-67-3773-01A-01D-0944-01	17	26943491	82959812	27552	0.0868
TCGA-67-3773-01A-01D-0944-01	18	326691	43664868	21843	0.0563
TCGA-67-3773-01A-01D-0944-01	18	43664946	43665808	3	-1.7852
TCGA-67-3773-01A-01D-0944-01	18	43667287	79349796	21137	0.0558
TCGA-67-3773-01A-01D-0944-01	19	283868	17281096	6706	0.0507
TCGA-67-3773-01A-01D-0944-01	19	17284246	19598211	943	0.5283
TCGA-67-3773-01A-01D-0944-01	19	19599311	58370362	16509	0.0521
TCGA-67-3773-01A-01D-0944-01	20	472817	36906647	19563	-0.6386
TCGA-67-3773-01A-01D-0944-01	20	36908301	37149272	207	-0.4314
TCGA-67-3773-01A-01D-0944-01	20	37151875	55422696	12177	-0.6373
TCGA-67-3773-01A-01D-0944-01	20	55423515	63588502	5526	-0.6818
TCGA-67-3773-01A-01D-0944-01	21	13974127	42134417	18870	0.0552
TCGA-67-3773-01A-01D-0944-01	21	42137549	42139672	2	-1.5882
TCGA-67-3773-01A-01D-0944-01	21	42139792	46262057	1726	0.0643
TCGA-67-3773-01A-01D-0944-01	22	16934932	48940621	17092	0.0511
TCGA-67-3773-01A-01D-0944-01	X	3236359	82204316	31173	-0.0951
TCGA-67-3773-01A-01D-0944-01	X	82208609	82467058	101	-1.245
TCGA-67-3773-01A-01D-0944-01	X	82468007	85574910	1142	-0.5462
TCGA-67-3773-01A-01D-0944-01	X	85575594	85575891	2	-3.4397
TCGA-67-3773-01A-01D-0944-01	X	85575901	86780495	836	-0.5809
TCGA-67-3773-01A-01D-0944-01	X	86781005	101795431	5951	-0.0741
TCGA-67-3773-01A-01D-0944-01	X	101797539	102995050	474	-1.3859
TCGA-67-3773-01A-01D-0944-01	X	102995228	103002926	8	-4.8954
TCGA-67-3773-01A-01D-0944-01	X	103003099	104615112	700	-1.4223
TCGA-67-3773-01A-01D-0944-01	X	104627849	118834988	6713	-0.0832
TCGA-67-3773-01A-01D-0944-01	X	118841433	118948768	68	1.0203
TCGA-67-3773-01A-01D-0944-01	X	118949882	121667098	1384	-0.0712
TCGA-67-3773-01A-01D-0944-01	X	122021375	122051105	17	0.9213
TCGA-67-3773-01A-01D-0944-01	X	122055204	124311751	1308	-0.0984
TCGA-67-3773-01A-01D-0944-01	X	124316778	124349367	20	1.0974
TCGA-67-3773-01A-01D-0944-01	X	124351305	125965312	896	-0.0809
TCGA-67-3773-01A-01D-0944-01	X	126158326	128878293	1091	-1.4578
TCGA-67-3773-01A-01D-0944-01	X	128878587	129101400	131	-0.0723
TCGA-67-3773-01A-01D-0944-01	X	129104426	132274390	1390	0.5595
TCGA-67-3773-01A-01D-0944-01	X	132279849	132665974	195	1.3724
TCGA-67-3773-01A-01D-0944-01	X	132667595	133260564	285	1.2424
TCGA-67-3773-01A-01D-0944-01	X	133268245	133602447	171	1.5824
TCGA-67-3773-01A-01D-0944-01	X	133602780	133892065	134	1.1046
TCGA-67-3773-01A-01D-0944-01	X	133893626	133956884	31	1.2925
TCGA-67-3773-01A-01D-0944-01	X	133958117	133994702	17	1.6009
TCGA-67-3773-01A-01D-0944-01	X	133995390	134361525	161	1.2635
TCGA-67-3773-01A-01D-0944-01	X	134362351	134526590	72	1.1184
TCGA-67-3773-01A-01D-0944-01	X	134527075	135090178	306	1.4037
TCGA-67-3773-01A-01D-0944-01	X	135091145	136650224	423	1.7617
TCGA-67-3773-01A-01D-0944-01	X	136650477	136878865	131	1.5516
TCGA-67-3773-01A-01D-0944-01	X	136879545	137067252	78	1.4543
TCGA-67-3773-01A-01D-0944-01	X	137068414	139054109	1126	1.1111
TCGA-67-3773-01A-01D-0944-01	X	139057451	140549803	517	1.4896
TCGA-67-3773-01A-01D-0944-01	X	140550555	140647451	62	1.0342
TCGA-67-3773-01A-01D-0944-01	X	140647774	140676206	25	1.378
TCGA-67-3773-01A-01D-0944-01	X	140679606	141936045	147	1.0113
TCGA-67-3773-01A-01D-0944-01	X	141936647	142350747	322	1.3557
TCGA-67-3773-01A-01D-0944-01	X	142353054	142378787	16	0.9015
TCGA-67-3773-01A-01D-0944-01	X	142379843	142381174	5	-0.0995
TCGA-67-3773-01A-01D-0944-01	X	142381310	143978091	939	1.2298
TCGA-67-3773-01A-01D-0944-01	X	143978725	144159176	78	1.8749
TCGA-67-3773-01A-01D-0944-01	X	144265545	145171449	507	1.2926
TCGA-67-3773-01A-01D-0944-01	X	145171739	145354937	139	1.7119
TCGA-67-3773-01A-01D-0944-01	X	145355225	145503607	96	0.8874
TCGA-67-3773-01A-01D-0944-01	X	145504021	146484120	655	1.2567
TCGA-67-3773-01A-01D-0944-01	X	146484837	147161512	405	1.5234
TCGA-67-3773-01A-01D-0944-01	X	147166022	148033762	566	0.1258
TCGA-67-3773-01A-01D-0944-01	X	148033805	149187073	641	-0.3053
TCGA-67-3773-01A-01D-0944-01	X	149201397	154503246	2119	-0.1092
TCGA-67-3773-01A-01D-0944-01	X	154520006	155677414	29	0.0448
TCGA-78-7539-01A-11D-2062-01	1	3301765	7737674	2873	0.255
TCGA-78-7539-01A-11D-2062-01	1	7739302	10704179	1428	0.2114
TCGA-78-7539-01A-11D-2062-01	1	10711431	11750787	532	0.2602
TCGA-78-7539-01A-11D-2062-01	1	11754574	30251780	9663	-0.0386
TCGA-78-7539-01A-11D-2062-01	1	30253727	30272363	2	-1.4399
TCGA-78-7539-01A-11D-2062-01	1	30274729	57427500	15158	-0.0494
TCGA-78-7539-01A-11D-2062-01	1	57429203	92734327	22283	-0.0701
TCGA-78-7539-01A-11D-2062-01	1	92754003	112382832	11511	-0.4574
TCGA-78-7539-01A-11D-2062-01	1	112383541	112408729	18	0.0013
TCGA-78-7539-01A-11D-2062-01	1	112409197	119984772	4630	-0.4603
TCGA-78-7539-01A-11D-2062-01	1	146716041	151793488	719	0.5441
TCGA-78-7539-01A-11D-2062-01	1	151794839	151844596	35	0.8468
TCGA-78-7539-01A-11D-2062-01	1	151845522	152211673	216	0.7215
TCGA-78-7539-01A-11D-2062-01	1	152230794	152458366	107	0.5378
TCGA-78-7539-01A-11D-2062-01	1	152459649	152652640	106	0.7059
TCGA-78-7539-01A-11D-2062-01	1	152652672	154335486	879	0.8923
TCGA-78-7539-01A-11D-2062-01	1	154336165	155353390	537	1.0589
TCGA-78-7539-01A-11D-2062-01	1	155356825	156725712	592	0.9349
TCGA-78-7539-01A-11D-2062-01	1	156725745	157261887	290	1.0616
TCGA-78-7539-01A-11D-2062-01	1	157261989	158544407	912	0.8958
TCGA-78-7539-01A-11D-2062-01	1	158544421	158545233	11	0.1182
TCGA-78-7539-01A-11D-2062-01	1	158545295	162946907	2852	0.8976
TCGA-78-7539-01A-11D-2062-01	1	162947484	184514743	14428	0.3765
TCGA-78-7539-01A-11D-2062-01	1	184518599	199426408	8688	0.3493
TCGA-78-7539-01A-11D-2062-01	1	199426840	200805955	868	0.3702
TCGA-78-7539-01A-11D-2062-01	1	200811577	205852026	3358	0.3926
TCGA-78-7539-01A-11D-2062-01	1	205852299	245380056	26115	0.3601
TCGA-78-7539-01A-11D-2062-01	1	245381707	245381842	2	-1.043
TCGA-78-7539-01A-11D-2062-01	1	245383096	247650984	943	0.3612
TCGA-78-7539-01A-11D-2062-01	2	480597	35008785	21077	-0.1232
TCGA-78-7539-01A-11D-2062-01	2	35009619	141789244	53494	0.1585
TCGA-78-7539-01A-11D-2062-01	2	141789968	198387927	31658	0.1386
TCGA-78-7539-01A-11D-2062-01	2	198391190	199598647	727	-0.1298
TCGA-78-7539-01A-11D-2062-01	2	199604364	201501005	1085	0.3658
TCGA-78-7539-01A-11D-2062-01	2	201507847	202370685	490	0.1474
TCGA-78-7539-01A-11D-2062-01	2	202372276	202910205	136	-0.1038
TCGA-78-7539-01A-11D-2062-01	2	202918024	204556162	937	0.1533
TCGA-78-7539-01A-11D-2062-01	2	204559961	205393875	614	-0.1263
TCGA-78-7539-01A-11D-2062-01	2	205394413	210210185	2848	0.1425
TCGA-78-7539-01A-11D-2062-01	2	210212902	241537572	19162	-0.1292
TCGA-78-7539-01A-11D-2062-01	3	2170634	19059516	10246	-0.0708
TCGA-78-7539-01A-11D-2062-01	3	19061784	19090441	22	-0.9892
TCGA-78-7539-01A-11D-2062-01	3	19093870	25028254	3214	-0.0742
TCGA-78-7539-01A-11D-2062-01	3	25036183	25041413	9	-0.7107
TCGA-78-7539-01A-11D-2062-01	3	25043883	94192914	37864	-0.0595
TCGA-78-7539-01A-11D-2062-01	3	94196254	96672116	1263	0.2099
TCGA-78-7539-01A-11D-2062-01	3	96675233	132910218	20662	-0.4674
TCGA-78-7539-01A-11D-2062-01	3	132915738	133130785	177	-0.0647
TCGA-78-7539-01A-11D-2062-01	3	133138624	133435307	188	-0.4508
TCGA-78-7539-01A-11D-2062-01	3	133436452	133801274	245	-0.0747
TCGA-78-7539-01A-11D-2062-01	3	133804318	136332127	1488	-0.4675
TCGA-78-7539-01A-11D-2062-01	3	136335980	136799828	162	0.1855
TCGA-78-7539-01A-11D-2062-01	3	136806877	143896590	3803	-0.4596
TCGA-78-7539-01A-11D-2062-01	3	143898806	143970842	32	-0.0711
TCGA-78-7539-01A-11D-2062-01	3	143975531	145828458	991	-0.467
TCGA-78-7539-01A-11D-2062-01	3	145835388	145839243	2	-2.0783
TCGA-78-7539-01A-11D-2062-01	3	145841636	146351674	326	-0.4792
TCGA-78-7539-01A-11D-2062-01	3	146352093	146466400	42	-0.0764
TCGA-78-7539-01A-11D-2062-01	3	146473111	147861433	320	-0.4634
TCGA-78-7539-01A-11D-2062-01	3	147865235	147889662	17	-0.0339
TCGA-78-7539-01A-11D-2062-01	3	147889732	148070680	52	0.2569
TCGA-78-7539-01A-11D-2062-01	3	148071280	148209881	84	-0.0558
TCGA-78-7539-01A-11D-2062-01	3	148213598	157339601	5244	-0.4747
TCGA-78-7539-01A-11D-2062-01	3	157345918	158555404	671	0.2177
TCGA-78-7539-01A-11D-2062-01	3	158591086	163273441	2360	-0.4591
TCGA-78-7539-01A-11D-2062-01	3	163276754	163475517	82	0.1518
TCGA-78-7539-01A-11D-2062-01	3	163477016	164030615	289	-0.4528
TCGA-78-7539-01A-11D-2062-01	3	164034038	164286863	150	0.2079
TCGA-78-7539-01A-11D-2062-01	3	164304130	164589670	113	0.466
TCGA-78-7539-01A-11D-2062-01	3	164594300	168001543	1386	0.2087
TCGA-78-7539-01A-11D-2062-01	3	168004536	168418555	223	-0.0485
TCGA-78-7539-01A-11D-2062-01	3	168418902	168827342	237	-0.4515
TCGA-78-7539-01A-11D-2062-01	3	168838732	170574871	1074	0.2042
TCGA-78-7539-01A-11D-2062-01	3	170575926	170602166	17	-0.4011
TCGA-78-7539-01A-11D-2062-01	3	170602885	170668981	38	0.2301
TCGA-78-7539-01A-11D-2062-01	3	170669381	171160614	285	-0.465
TCGA-78-7539-01A-11D-2062-01	3	171163258	171622551	345	0.2034
TCGA-78-7539-01A-11D-2062-01	3	171972471	172357977	235	-0.5013
TCGA-78-7539-01A-11D-2062-01	3	172358354	172527218	144	0.162
TCGA-78-7539-01A-11D-2062-01	3	172530073	172727396	135	-0.4487
TCGA-78-7539-01A-11D-2062-01	3	172727946	172739454	11	0.144
TCGA-78-7539-01A-11D-2062-01	3	172743558	173444687	415	-0.4503
TCGA-78-7539-01A-11D-2062-01	3	173445369	173997381	65	-0.1417
TCGA-78-7539-01A-11D-2062-01	3	173998574	180032077	3182	-0.4638
TCGA-78-7539-01A-11D-2062-01	3	180033420	180238641	99	0.1923
TCGA-78-7539-01A-11D-2062-01	3	180239134	197812401	9105	-0.4673
TCGA-78-7539-01A-11D-2062-01	4	1059384	10153860	4727	0.096
TCGA-78-7539-01A-11D-2062-01	4	10154553	45399156	22289	0.067
TCGA-78-7539-01A-11D-2062-01	4	45399369	48067890	1348	0.1351
TCGA-78-7539-01A-11D-2062-01	4	51832470	52367454	307	1.299
TCGA-78-7539-01A-11D-2062-01	4	52369800	52632502	131	1.0682
TCGA-78-7539-01A-11D-2062-01	4	52638972	59593631	4444	-0.1096
TCGA-78-7539-01A-11D-2062-01	4	59594450	60116329	318	0.1493
TCGA-78-7539-01A-11D-2062-01	4	60123400	63908637	1900	-0.0992
TCGA-78-7539-01A-11D-2062-01	4	63909765	64404724	244	0.1681
TCGA-78-7539-01A-11D-2062-01	4	64406816	64407277	4	-0.9399
TCGA-78-7539-01A-11D-2062-01	4	64408243	69452478	2295	0.1717
TCGA-78-7539-01A-11D-2062-01	4	69453762	77318037	4630	0.922
TCGA-78-7539-01A-11D-2062-01	4	77318828	77325814	5	0.0264
TCGA-78-7539-01A-11D-2062-01	4	77328649	78963551	1055	0.9271
TCGA-78-7539-01A-11D-2062-01	4	78965889	99801935	11850	-0.4703
TCGA-78-7539-01A-11D-2062-01	4	99806076	102626969	1637	0.9236
TCGA-78-7539-01A-11D-2062-01	4	102629831	104336652	865	0.5953
TCGA-78-7539-01A-11D-2062-01	4	104339998	106579682	1228	0.7589
TCGA-78-7539-01A-11D-2062-01	4	106582052	107054863	277	0.9321
TCGA-78-7539-01A-11D-2062-01	4	107057423	110447007	1991	0.7824
TCGA-78-7539-01A-11D-2062-01	4	110448511	113291356	1666	0.3901
TCGA-78-7539-01A-11D-2062-01	4	113296464	114146399	559	0.7477
TCGA-78-7539-01A-11D-2062-01	4	114177673	149980288	19317	-0.4668
TCGA-78-7539-01A-11D-2062-01	4	149993643	153298212	1784	0.782
TCGA-78-7539-01A-11D-2062-01	4	153303983	153730876	237	0.3882
TCGA-78-7539-01A-11D-2062-01	4	153732712	157182272	2187	1.0462
TCGA-78-7539-01A-11D-2062-01	4	157182661	157185394	4	0.3982
TCGA-78-7539-01A-11D-2062-01	4	157192171	157201580	9	0.8336
TCGA-78-7539-01A-11D-2062-01	4	157208114	158605429	795	0.3912
TCGA-78-7539-01A-11D-2062-01	4	158606118	158725006	50	0.9415
TCGA-78-7539-01A-11D-2062-01	4	158725683	160015675	740	0.3988
TCGA-78-7539-01A-11D-2062-01	4	160020591	180156493	10929	-0.4737
TCGA-78-7539-01A-11D-2062-01	4	180157321	180407593	222	-0.1297
TCGA-78-7539-01A-11D-2062-01	4	180411385	187842528	3420	-0.4894
TCGA-78-7539-01A-11D-2062-01	5	913983	6643773	4132	0.7884
TCGA-78-7539-01A-11D-2062-01	5	6644931	29247419	12738	0.7439
TCGA-78-7539-01A-11D-2062-01	5	29247594	29582019	194	0.5518
TCGA-78-7539-01A-11D-2062-01	5	29583682	38064130	4955	0.3726
TCGA-78-7539-01A-11D-2062-01	5	38068595	38069630	2	-0.9197
TCGA-78-7539-01A-11D-2062-01	5	38069970	45017755	3989	0.3678
TCGA-78-7539-01A-11D-2062-01	5	45018459	45377176	134	0.5321
TCGA-78-7539-01A-11D-2062-01	5	45378354	51719987	474	0.3177
TCGA-78-7539-01A-11D-2062-01	5	51724716	53141038	950	0.4845
TCGA-78-7539-01A-11D-2062-01	5	53146302	112601227	31951	0.1472
TCGA-78-7539-01A-11D-2062-01	5	112606141	112607855	3	-1.4835
TCGA-78-7539-01A-11D-2062-01	5	112609049	143829233	18393	0.1407
TCGA-78-7539-01A-11D-2062-01	5	143832548	143977644	96	0.3415
TCGA-78-7539-01A-11D-2062-01	5	143978280	165680095	13951	0.1436
TCGA-78-7539-01A-11D-2062-01	5	165680122	173645315	5401	0.1813
TCGA-78-7539-01A-11D-2062-01	5	173649033	174229508	455	0.154
TCGA-78-7539-01A-11D-2062-01	5	174233344	175000100	578	0.4415
TCGA-78-7539-01A-11D-2062-01	5	175002908	177424192	1138	0.1866
TCGA-78-7539-01A-11D-2062-01	5	177424488	180932926	1607	0.4287
TCGA-78-7539-01A-11D-2062-01	5	180933389	180934240	3	0.6209
TCGA-78-7539-01A-11D-2062-01	6	1011760	46620312	27623	0.3415
TCGA-78-7539-01A-11D-2062-01	6	46622471	46622942	3	-0.7356
TCGA-78-7539-01A-11D-2062-01	6	46624372	48997901	1482	0.3353
TCGA-78-7539-01A-11D-2062-01	6	49002667	161095799	63469	0.1602
TCGA-78-7539-01A-11D-2062-01	6	161096189	170596889	4627	0.191
TCGA-78-7539-01A-11D-2062-01	7	664936	896168	87	0.5042
TCGA-78-7539-01A-11D-2062-01	7	902112	8139207	3117	0.1913
TCGA-78-7539-01A-11D-2062-01	7	8492889	9996166	511	0.3804
TCGA-78-7539-01A-11D-2062-01	7	10010274	10909892	358	0.1781
TCGA-78-7539-01A-11D-2062-01	7	10910767	11781081	659	0.3893
TCGA-78-7539-01A-11D-2062-01	7	11785584	13716358	1369	0.1705
TCGA-78-7539-01A-11D-2062-01	7	13716845	23132665	5713	0.3885
TCGA-78-7539-01A-11D-2062-01	7	23136115	23990370	499	0.1424
TCGA-78-7539-01A-11D-2062-01	7	23991130	24076737	56	0.4628
TCGA-78-7539-01A-11D-2062-01	7	24081171	24083721	3	-0.5813
TCGA-78-7539-01A-11D-2062-01	7	24086699	26423606	1738	0.39
TCGA-78-7539-01A-11D-2062-01	7	26427429	31057843	2841	0.1778
TCGA-78-7539-01A-11D-2062-01	7	31060316	31826686	610	-0.1133
TCGA-78-7539-01A-11D-2062-01	7	31826877	34932135	1964	0.172
TCGA-78-7539-01A-11D-2062-01	7	34938086	55970609	13773	-0.1213
TCGA-78-7539-01A-11D-2062-01	7	55971185	57864241	295	0.1613
TCGA-78-7539-01A-11D-2062-01	7	57876479	75847634	4793	-0.0996
